Age,Overall,Potential,Value,Wage,Special,Acceleration,Aggression,Agility,Balance,Ball control,Composure,Crossing,Curve,Dribbling,Finishing,Free kick accuracy,Heading accuracy,Interceptions,Jumping,Long passing,Long shots,Marking,Penalties,Positioning,Reactions,Short passing,Shot power,Sliding tackle,Sprint speed,Stamina,Standing tackle,Strength,Vision,Volleys,CAM,CB,CDM,CF,CM,LAM,LB,LCB,LCM,LDM,LF,LM,LS,LW,LWB,RAM,RB,RCB,RCM,RDM,RF,RM,RS,RW,RWB,ST,Preferred Positions
31,84,84,28000000,68000,2010,73,75,85,75,82,87,55,83,74,87,71,90,41,92,58,80,16,84,85,82,78,79,19,66,68,42,75,68,84,77,54,57,79,71,77,54,54,71,57,79,74,82,76,56,77,54,54,71,57,79,74,82,76,56,82,ST
31,84,84,21000000,150000,1866,74,88,68,62,67,75,52,22,62,32,49,81,86,82,69,47,83,51,39,82,76,54,84,76,75,87,76,56,35,62,82,78,60,67,62,78,82,67,78,60,63,58,60,76,62,78,82,67,78,60,63,58,60,76,58,CB
31,84,84,21000000,160000,1839,62,84,62,51,63,75,28,48,58,56,27,86,83,82,61,66,84,53,45,85,65,63,84,63,69,85,80,56,47,61,82,75,61,65,61,73,82,65,75,61,58,64,58,69,61,73,82,65,75,61,58,64,58,69,64,CB
34,84,84,9000000,115000,2208,79,78,85,87,86,82,86,80,84,55,74,72,81,80,77,78,73,70,74,79,83,86,83,84,76,79,55,78,68,79,76,79,78,80,79,81,76,80,79,78,80,74,79,81,79,81,76,80,79,78,80,74,79,81,74,RB
29,84,84,31000000,60000,2013,94,56,92,94,87,84,82,78,89,78,71,36,40,70,72,78,24,71,81,83,82,76,34,86,78,30,48,85,72,84,45,59,83,77,84,59,45,77,59,83,84,76,85,65,84,59,45,77,59,83,84,76,85,65,76,ST
36,84,84,11000000,38000,1987,69,82,53,57,80,87,54,61,79,85,54,94,23,94,52,80,46,75,86,85,71,83,49,70,64,44,83,73,84,76,60,58,80,69,76,58,60,69,58,80,73,83,75,58,76,58,60,69,58,80,73,83,75,58,83,ST
18,83,94,41500000,31000,2050,89,62,78,76,87,80,70,75,86,87,58,76,49,71,68,68,41,70,79,79,78,79,40,90,83,44,74,77,74,81,58,64,82,75,81,64,58,75,64,82,81,82,82,67,81,64,58,75,64,82,81,82,82,67,82,ST
20,83,92,40000000,150000,1969,93,54,90,85,85,73,77,78,92,77,65,43,36,59,68,65,29,75,78,82,74,82,33,89,74,30,47,84,76,82,45,57,82,74,82,58,45,74,57,82,82,76,83,63,82,58,45,74,57,82,82,76,83,63,76,CAM
22,83,88,34000000,68000,2055,82,77,90,90,88,79,62,63,90,74,47,42,79,56,78,66,55,58,74,84,88,76,61,66,88,63,59,81,59,82,65,76,80,82,82,71,65,82,76,80,81,74,80,75,82,71,65,82,76,80,81,74,80,75,74,CAM
22,83,87,28500000,53000,1760,68,89,57,50,56,73,47,36,47,37,44,79,85,90,58,48,85,38,24,76,68,72,87,72,68,86,84,27,30,51,82,73,51,57,51,75,82,57,73,51,53,56,51,71,51,75,82,57,73,51,53,56,51,71,56,CB
21,83,91,38500000,37000,2171,86,63,85,84,86,79,82,81,88,78,81,54,66,72,71,76,63,68,76,76,82,82,63,84,79,59,69,82,75,82,66,72,81,78,82,72,66,78,72,81,82,77,82,75,82,72,66,78,72,81,82,77,82,75,77,LM
24,83,88,34000000,70000,2098,71,61,81,70,85,85,77,74,84,66,67,55,78,63,78,73,67,66,80,82,83,77,61,75,84,75,69,82,69,80,70,77,79,81,80,74,70,81,77,79,80,74,79,77,80,74,70,81,77,79,80,74,79,77,74,CAM
21,83,89,30500000,78000,1630,51,81,33,32,63,72,30,28,42,20,30,85,82,38,61,62,81,32,26,80,76,77,82,76,65,86,94,30,29,51,81,75,52,60,51,73,81,60,75,52,51,56,48,69,51,73,81,60,75,52,51,56,48,69,56,CB
23,83,88,29500000,37000,2114,73,83,71,69,80,80,79,71,75,66,45,75,83,77,74,53,79,91,68,79,82,75,85,75,89,88,80,72,30,74,82,82,74,77,74,82,82,77,82,74,76,72,74,82,74,82,82,77,82,74,76,72,74,82,72,CDM
25,83,86,32500000,135000,2032,93,63,86,84,87,75,73,70,87,79,60,59,55,70,65,62,37,61,83,82,79,71,41,93,77,43,61,78,71,81,56,64,82,75,81,64,56,75,64,82,82,78,83,68,81,64,56,75,64,82,82,78,83,68,78,RW
23,83,90,37000000,58000,1935,80,83,79,75,78,78,42,64,78,88,56,84,31,83,42,67,15,77,85,78,68,81,32,83,84,23,85,61,80,74,51,52,78,65,74,52,51,65,52,78,72,82,75,54,74,52,51,65,52,78,72,82,75,54,82,ST
25,83,85,31500000,75000,1949,78,62,85,83,85,79,86,81,82,72,77,45,43,53,70,80,23,64,77,80,86,75,17,72,76,26,63,86,67,81,45,59,79,76,81,55,45,76,59,79,81,74,81,61,81,55,45,76,59,79,81,74,81,61,74,LM
23,83,89,30500000,75000,1869,69,80,66,68,76,79,72,49,65,33,32,80,84,85,78,35,85,31,46,81,80,53,86,72,75,85,74,51,31,64,82,80,61,70,64,80,82,70,80,61,67,60,63,79,64,80,82,70,80,61,67,60,63,79,60,CB
25,83,86,27500000,21000,1967,52,75,45,50,78,89,66,77,79,56,50,73,84,68,86,58,77,60,62,74,84,59,71,53,84,85,88,78,50,72,79,81,69,79,72,75,79,79,81,69,72,67,69,75,72,75,79,79,81,69,72,67,69,75,67,CM
23,83,88,29500000,135000,2109,72,80,68,66,75,74,69,72,69,51,63,72,86,87,73,74,80,61,58,77,79,83,83,75,79,85,78,58,70,69,81,79,69,73,69,79,81,73,79,69,70,69,69,78,69,79,81,73,79,69,70,69,69,78,69,CB
26,83,84,30500000,88000,1935,85,40,92,85,88,82,81,79,88,74,75,45,38,62,74,72,25,72,79,75,78,76,19,80,75,23,51,79,71,81,41,55,80,74,81,54,41,74,55,80,81,74,82,60,81,54,41,74,55,80,81,74,82,60,74,RM
25,83,86,27500000,89000,2011,69,78,57,51,73,82,53,60,70,52,70,80,83,79,76,64,83,62,41,79,76,81,83,76,76,85,92,59,45,66,82,79,66,71,66,77,82,71,79,66,67,67,65,76,66,77,82,71,79,66,67,67,65,76,67,CB
25,83,87,34000000,135000,2101,77,66,82,81,85,78,72,80,87,83,67,72,37,81,75,80,30,72,84,82,83,79,42,77,86,59,76,83,79,83,58,65,83,79,83,63,58,79,65,83,82,81,82,66,83,63,58,79,65,83,82,81,82,66,81,CAM
25,83,86,27500000,18000,2029,67,88,58,60,77,84,50,48,76,56,53,76,85,67,79,64,80,52,69,76,82,77,78,68,87,85,89,69,55,72,82,82,72,77,72,77,82,77,82,72,72,71,69,76,72,77,82,77,82,72,72,71,69,76,71,CM
27,83,83,27000000,68000,1983,81,61,75,63,85,70,80,76,86,79,62,65,25,70,82,73,25,74,80,80,81,77,23,79,81,21,81,78,75,81,47,57,81,75,81,54,47,75,57,81,82,79,81,59,81,54,47,75,57,81,82,79,81,59,79,RM
25,83,88,29000000,56000,1783,68,74,61,60,71,82,49,45,61,25,16,78,85,71,71,60,87,41,32,78,71,65,82,68,69,86,80,50,27,59,81,77,58,66,59,75,81,66,77,58,60,57,57,73,59,75,81,66,77,58,60,57,57,73,57,CB
25,83,85,26500000,110000,1884,60,81,58,49,71,75,54,63,65,36,22,85,85,67,74,48,83,42,51,81,77,66,79,73,73,85,81,72,50,66,82,79,64,72,66,76,82,72,79,64,66,63,63,75,66,76,82,72,79,64,66,63,63,75,63,CB
27,83,84,24500000,115000,2045,78,84,75,82,79,80,60,33,75,50,43,69,87,85,74,67,80,54,67,79,82,80,85,75,88,87,76,72,32,74,81,82,73,77,74,80,81,77,82,73,74,70,72,80,74,80,81,77,82,73,74,70,72,80,70,CM
29,83,83,26000000,39000,2012,84,63,88,77,84,73,67,83,85,86,76,78,36,68,64,80,20,80,85,86,80,79,18,79,70,21,59,68,86,81,46,55,82,72,81,54,46,72,55,82,79,82,81,58,81,54,46,72,55,82,79,82,81,58,82,RW
29,83,83,20000000,140000,1886,62,90,69,62,64,84,52,50,41,53,39,83,85,86,66,56,81,44,49,78,71,69,84,64,76,83,80,45,56,58,81,76,58,64,58,75,81,64,76,58,58,63,57,72,58,75,81,64,76,58,58,63,57,72,63,CB
28,83,83,21000000,140000,2120,62,83,56,53,78,84,68,68,72,64,67,77,85,71,78,75,75,69,68,82,83,78,75,66,89,83,89,75,74,74,80,81,73,79,74,78,80,79,81,73,74,73,72,78,74,78,80,79,81,73,74,73,72,78,73,CM
28,83,83,25500000,100000,2066,69,65,79,58,87,79,77,83,88,73,69,63,69,49,83,76,49,75,78,83,87,78,51,72,67,59,64,86,78,83,63,72,81,81,83,68,63,81,72,81,81,77,81,71,83,68,63,81,72,81,81,77,81,71,77,RW
28,83,83,26000000,75000,1874,76,30,92,88,85,81,60,74,87,76,63,42,56,66,73,55,30,78,80,81,84,56,27,65,80,24,39,82,75,81,43,59,78,76,81,56,43,76,59,78,79,71,78,61,81,56,43,76,59,78,79,71,78,61,71,CF
27,83,83,26500000,115000,2197,78,68,81,77,85,82,82,78,83,70,78,60,72,69,80,86,60,68,78,82,84,84,68,78,87,72,69,82,78,82,70,76,80,82,82,75,70,82,76,80,81,77,81,78,82,75,70,82,76,80,81,77,81,78,77,LW
28,83,83,27000000,28000,1809,54,72,38,35,73,78,38,62,64,87,32,93,39,55,37,74,29,81,88,85,74,83,26,64,84,48,89,68,85,71,57,57,76,67,71,54,57,67,57,76,68,81,69,55,71,54,57,67,57,76,68,81,69,55,81,ST
27,83,84,24000000,130000,2164,86,78,70,72,76,75,78,76,77,51,71,73,78,83,67,68,79,63,66,81,75,86,83,93,90,84,77,69,57,73,79,78,73,74,73,82,79,74,78,73,76,72,74,81,73,82,79,74,78,73,76,72,74,81,72,RWB
28,83,83,21000000,25000,2032,52,87,43,31,82,85,59,73,72,64,42,79,85,75,78,66,75,57,70,82,82,79,78,61,86,83,91,77,55,74,82,82,73,79,74,77,82,79,82,73,72,73,70,76,74,77,82,79,82,73,72,73,70,76,73,CM
26,83,86,27000000,105000,1917,72,81,72,59,73,76,55,53,43,48,45,81,85,83,70,53,85,57,50,81,78,57,86,69,70,84,81,64,36,64,82,79,62,69,64,78,82,69,79,62,63,62,61,75,64,78,82,69,79,62,63,62,61,75,62,CB
27,83,84,24500000,66000,1864,72,73,64,61,72,78,49,44,64,28,33,83,84,82,69,36,86,48,35,81,74,63,82,79,68,85,78,59,55,62,81,77,60,67,62,77,81,67,77,60,63,59,60,74,62,77,81,67,77,60,63,59,60,74,59,CB
30,83,83,24500000,87000,1987,90,54,85,81,84,79,77,65,82,76,65,65,40,73,51,80,24,62,88,80,75,78,32,90,92,32,55,78,84,80,48,56,81,73,80,60,48,73,56,81,81,79,82,64,80,60,48,73,56,81,81,79,82,64,79,RW
30,83,83,25000000,15000,1961,88,75,92,93,87,88,73,86,86,83,89,34,26,34,75,81,23,77,84,82,79,79,28,81,77,29,42,82,75,83,41,57,83,76,83,54,41,76,57,83,82,76,83,60,83,54,41,76,57,83,82,76,83,60,76,ST
29,83,83,25500000,70000,2006,84,57,87,81,84,80,82,88,85,73,72,54,40,68,78,74,30,71,79,84,81,72,43,79,69,42,46,82,81,81,50,61,80,76,81,61,50,76,61,80,81,75,81,65,81,61,50,76,61,80,81,75,81,65,75,LM
31,83,83,23500000,135000,2104,68,88,67,53,77,80,72,64,74,84,49,90,66,85,65,58,56,76,89,86,75,78,64,76,87,64,87,74,86,76,73,72,78,75,76,72,73,75,72,78,77,81,76,72,76,72,73,75,72,78,77,81,76,72,81,LM
29,83,83,25000000,135000,2141,74,74,83,76,86,80,74,77,85,79,66,67,68,73,77,72,60,70,77,78,86,72,62,72,90,67,67,83,72,82,69,75,80,81,82,73,69,81,75,80,81,77,80,75,82,73,69,81,75,80,81,77,80,75,77,CM
29,83,83,20000000,50000,1862,62,79,63,61,68,82,58,38,60,48,52,84,83,82,64,31,84,56,51,82,73,62,83,65,68,83,81,57,38,62,81,76,61,66,62,76,81,66,76,61,63,63,61,73,62,76,81,66,76,61,63,63,61,73,63,CB
29,83,83,25500000,27000,2086,71,69,84,86,85,82,80,83,83,65,81,45,70,58,85,77,57,67,75,78,88,74,61,67,66,69,67,85,65,81,66,75,78,81,81,70,66,81,75,78,79,71,79,73,81,70,66,81,75,78,79,71,79,73,71,CM
27,83,85,25500000,115000,2078,67,83,73,71,84,83,65,68,74,61,61,71,84,70,80,56,76,56,65,81,86,71,80,68,89,82,77,73,56,75,79,82,73,79,75,79,79,79,82,73,75,71,72,79,75,79,79,79,82,73,75,71,72,79,71,CM
33,83,83,16500000,21000,2006,66,61,77,69,88,87,70,85,84,87,77,79,34,69,70,84,23,84,86,85,74,83,25,65,71,36,63,83,85,81,50,58,82,75,81,55,50,75,58,82,79,81,80,58,81,55,50,75,58,82,79,81,80,58,81,CF
30,83,83,25000000,73000,2040,88,66,82,77,80,85,70,76,76,86,70,67,38,84,72,76,23,85,86,85,79,84,39,86,76,33,64,76,78,80,51,59,81,74,80,59,51,74,59,81,80,81,80,62,80,59,51,74,59,81,80,81,80,62,81,ST
32,83,83,14500000,66000,2143,73,83,66,66,76,82,86,80,74,65,47,74,81,76,69,68,79,65,73,82,78,77,83,84,79,84,79,72,67,74,80,79,74,75,74,81,80,75,79,74,76,74,75,81,74,81,80,75,79,74,76,74,75,81,74,CB
30,83,83,19000000,40000,1952,39,74,57,38,73,79,62,55,62,58,74,85,84,79,72,68,84,69,49,77,69,80,82,46,74,85,85,63,49,64,81,77,63,70,64,74,81,70,77,63,63,66,61,72,64,74,81,70,77,63,63,66,61,72,66,CB
32,83,83,20000000,80000,2089,73,52,80,82,88,80,78,78,86,67,76,60,70,67,86,70,58,72,76,84,89,72,62,67,74,66,66,86,70,82,66,75,80,82,82,72,66,82,75,80,81,74,80,74,82,72,66,82,75,80,81,74,80,74,74,CF
31,83,83,17500000,46000,2046,67,81,64,72,74,80,69,59,62,64,51,80,82,84,77,67,88,68,58,76,74,73,84,69,79,88,79,63,44,68,82,79,68,72,68,79,82,72,79,68,69,69,67,77,68,79,82,72,79,68,69,69,67,77,69,CB
31,83,83,17500000,105000,2129,70,83,76,78,85,80,74,71,77,50,76,54,84,62,84,75,70,72,55,82,86,77,78,68,82,80,70,80,78,76,75,81,73,80,76,78,75,80,81,73,75,68,73,79,76,78,75,80,81,73,75,68,73,79,68,CM
32,83,83,14500000,62000,2080,76,78,75,62,79,74,83,80,77,54,59,59,78,68,66,53,83,66,68,82,77,68,81,87,85,84,74,72,49,73,78,78,72,75,73,81,78,75,78,72,76,69,74,81,73,81,78,75,78,72,76,69,74,81,69,RB
32,83,83,19500000,130000,2120,68,64,79,91,87,88,85,86,85,75,78,58,65,70,83,78,58,80,79,82,86,77,52,63,68,64,59,86,72,82,64,72,80,81,82,69,64,81,72,80,81,75,81,72,82,69,64,81,72,80,81,75,81,72,75,CDM
33,83,83,10500000,155000,1984,67,88,72,78,80,86,63,63,58,42,50,68,88,75,75,55,81,60,51,83,79,76,82,64,76,83,74,68,51,68,80,81,65,73,68,78,80,73,81,65,67,63,65,77,68,78,80,73,81,65,67,63,65,77,63,CDM
33,83,83,15500000,47000,1976,70,55,77,85,85,83,86,88,82,72,86,32,45,30,86,84,32,76,74,77,84,86,37,69,62,41,57,88,80,81,47,62,79,78,81,58,47,78,62,79,79,72,80,63,81,58,47,78,62,79,79,72,80,63,72,CAM
30,83,83,24500000,47000,1949,84,62,92,77,86,79,82,86,87,75,79,46,31,39,79,83,15,72,77,80,81,85,20,78,74,22,62,80,75,82,41,56,81,76,82,53,41,76,56,81,81,76,82,59,82,53,41,76,56,81,81,76,82,59,76,LM
33,83,83,10500000,73000,2115,69,84,68,72,78,84,57,62,64,50,71,81,87,78,82,74,75,75,55,80,82,81,82,68,78,84,83,72,74,71,81,81,69,76,71,78,81,76,81,69,69,69,67,76,71,78,81,76,81,69,69,69,67,76,69,CDM
33,83,83,15500000,67000,1962,85,62,91,84,87,79,88,92,89,70,78,41,24,63,75,83,10,74,75,78,79,83,13,82,69,17,54,80,80,81,37,52,80,74,81,50,37,74,52,80,81,74,82,57,81,50,37,74,52,80,81,74,82,57,74,LM
34,83,83,12500000,145000,2161,61,78,58,56,82,83,67,82,78,82,86,72,60,63,81,80,68,89,80,82,84,86,74,64,73,77,92,85,68,80,74,77,80,80,80,72,74,80,77,80,77,79,77,73,80,72,74,80,77,80,77,79,77,73,79,CDM
21,82,91,34500000,125000,2001,93,58,89,82,84,76,76,82,87,78,62,72,32,66,64,77,26,63,82,79,75,78,35,94,80,32,70,69,64,80,50,57,81,72,80,59,50,72,57,81,81,80,82,63,80,59,50,72,57,81,81,80,82,63,80,LM
22,82,88,26000000,105000,1973,75,85,66,62,78,74,54,49,75,39,37,72,81,78,78,51,80,45,60,78,80,72,82,72,86,84,82,75,36,71,80,81,69,76,71,78,80,76,81,69,71,65,68,77,71,78,80,76,81,69,71,65,68,77,65,CM
22,82,89,30500000,98000,2205,79,81,77,73,80,74,67,66,77,75,73,82,76,89,82,78,72,70,79,82,85,82,71,69,86,78,81,79,62,79,78,79,79,81,79,76,78,81,79,79,78,79,77,77,79,76,78,81,79,79,78,79,77,77,79,CDM
29,82,82,22000000,100000,1988,66,86,64,55,75,79,58,73,74,80,47,91,54,87,61,71,34,74,85,84,73,78,24,72,87,48,85,72,79,74,61,63,77,72,74,59,61,72,63,77,74,80,74,61,74,59,61,72,63,77,74,80,74,61,80,ST
23,82,85,28000000,70000,2011,79,69,84,91,86,85,73,80,86,78,71,49,28,69,72,81,24,72,79,76,80,84,30,80,67,33,77,78,74,81,48,58,80,74,81,54,48,74,58,80,79,77,81,59,81,54,48,74,58,80,79,77,81,59,77,ST
25,82,83,26000000,45000,2178,84,73,83,86,84,83,72,77,79,69,81,60,74,76,84,76,73,67,77,77,87,78,69,77,79,75,72,84,47,81,73,78,79,81,81,76,73,81,78,79,80,75,79,77,81,76,73,81,78,79,80,75,79,77,75,CDM
22,82,90,32500000,46000,1929,93,54,82,77,89,79,75,70,87,79,52,58,31,66,64,74,17,58,78,76,76,78,28,92,73,29,76,73,68,80,46,55,81,72,80,56,46,72,55,81,81,79,82,60,80,56,46,72,55,81,81,79,82,60,79,ST
21,82,88,26000000,47000,1651,64,70,48,39,64,70,35,30,55,19,27,80,80,71,69,25,82,38,27,81,74,44,80,78,60,86,91,61,24,57,81,75,54,64,57,73,81,64,75,54,57,52,53,70,57,73,81,64,75,54,57,52,53,70,52,CB
23,82,88,30500000,110000,1995,84,52,85,79,87,83,77,79,86,73,80,48,34,49,70,82,28,72,80,80,80,80,32,84,83,36,63,78,70,81,47,59,81,75,81,58,47,75,59,81,81,76,82,63,81,58,47,75,59,81,81,76,82,63,76,LM
21,82,87,30500000,68000,1901,92,63,79,76,82,70,69,62,81,86,42,74,37,77,55,67,17,68,85,84,76,74,19,91,78,20,59,57,81,77,46,53,80,68,77,55,46,68,53,80,78,81,80,59,77,55,46,68,53,80,78,81,80,59,81,ST
23,82,88,30000000,150000,2087,71,81,67,64,80,78,61,82,81,68,68,69,76,58,83,73,65,55,77,79,84,80,64,66,78,77,85,83,63,79,74,78,77,80,79,72,74,80,78,77,76,75,75,73,79,72,74,80,78,77,76,75,75,73,75,CAM
22,82,88,30000000,46000,2198,83,84,76,72,82,78,73,76,80,71,72,74,82,67,78,78,73,60,77,83,83,76,78,85,86,78,68,79,68,80,77,80,79,81,80,80,77,81,80,79,80,77,79,80,80,80,77,81,80,79,80,77,79,80,77,CDM
25,82,85,28000000,76000,2002,86,60,87,78,82,78,75,75,83,82,76,60,27,82,69,83,25,72,79,81,76,82,27,91,81,24,61,81,68,81,46,55,81,73,81,56,46,73,55,81,81,78,82,60,81,56,46,73,55,81,81,78,82,60,78,LM
26,82,83,26000000,185000,2005,83,65,82,78,83,72,85,82,82,77,75,52,44,67,75,78,21,56,81,85,81,77,35,79,90,49,57,82,54,81,51,63,81,78,81,62,51,78,63,81,82,76,82,67,81,62,51,78,63,81,82,76,82,67,76,RM
22,82,90,32000000,59000,2092,72,66,76,68,84,80,69,63,82,71,60,83,78,79,80,70,69,54,79,82,85,74,77,73,80,82,76,79,30,80,78,79,79,81,80,78,78,81,79,79,79,77,78,78,80,78,78,81,79,79,79,77,78,78,77,RM
28,82,82,18000000,20000,1799,65,84,63,57,64,74,45,32,57,39,30,82,83,92,70,41,82,47,34,77,75,46,79,70,83,84,78,50,40,59,81,77,56,65,59,75,81,65,77,56,60,57,57,73,59,75,81,65,77,56,60,57,57,73,57,CB
30,82,82,21500000,125000,1872,76,62,76,77,81,80,60,72,79,87,58,76,34,77,50,60,12,80,87,80,72,76,14,78,67,16,74,66,80,75,44,50,78,66,75,49,44,66,50,78,75,80,77,53,75,49,44,66,50,78,75,80,77,53,80,ST
28,82,82,22500000,27000,1992,62,80,71,48,89,85,73,82,88,77,68,68,54,49,74,83,33,67,74,81,83,74,37,66,72,40,78,84,79,81,57,66,80,78,81,60,57,78,66,80,79,77,79,64,81,60,57,78,66,80,79,77,79,64,77,CF
23,82,88,30000000,150000,2054,85,71,77,70,87,72,73,78,88,62,68,42,70,63,82,75,52,59,69,68,87,79,63,77,77,69,65,88,76,81,65,74,78,81,81,71,65,81,74,78,80,71,79,74,81,71,65,81,74,78,80,71,79,74,71,CDM
25,82,85,27500000,43000,2117,73,68,78,71,84,73,69,78,81,71,69,76,69,83,82,80,53,65,77,81,86,81,58,73,79,73,63,83,63,81,69,74,80,81,81,71,69,81,74,80,79,77,78,73,81,71,69,81,74,80,79,77,78,73,77,CAM
24,82,86,24500000,105000,1838,73,89,63,50,68,73,68,34,59,27,56,78,79,74,65,40,82,40,33,82,70,70,81,75,65,84,83,57,34,59,81,75,58,64,59,76,81,64,75,58,62,58,59,74,59,76,81,64,75,58,62,58,59,74,58,RB
24,82,85,28000000,40000,1966,88,56,81,71,83,80,82,80,86,74,54,69,43,64,75,81,29,57,80,83,81,82,31,77,71,29,62,78,67,81,50,59,81,75,81,59,50,75,59,81,81,78,82,63,81,59,50,75,59,81,81,78,82,63,78,RM
26,82,86,24000000,62000,1692,60,83,60,54,66,75,35,34,47,34,28,81,84,85,69,31,85,37,29,78,67,43,84,65,60,82,77,41,27,53,81,74,52,60,53,72,81,60,74,52,54,53,51,68,53,72,81,60,74,52,54,53,51,68,53,CB
26,82,86,24000000,37000,1961,70,86,67,64,70,72,51,72,53,42,51,78,82,89,77,74,85,39,48,75,74,81,84,72,72,81,78,46,37,62,81,77,62,67,62,75,81,67,77,62,62,63,60,73,62,75,81,67,77,62,62,63,60,73,63,CB
28,82,82,18000000,85000,2009,76,92,77,89,82,79,67,46,72,67,48,32,81,77,80,54,72,42,67,79,89,63,80,78,92,79,69,75,34,76,74,81,73,79,76,78,74,79,81,73,77,67,74,80,76,78,74,79,81,73,77,67,74,80,67,CM
26,82,84,22000000,73000,2265,86,79,87,84,84,79,77,73,79,76,79,70,77,74,75,82,73,76,82,79,82,82,78,84,90,79,68,75,87,80,76,79,80,80,80,80,76,80,79,80,81,79,81,80,80,80,76,80,79,80,81,79,81,80,79,CM
24,82,85,27500000,110000,2108,73,76,67,64,81,80,63,62,72,82,44,74,68,74,75,78,59,75,84,84,83,78,62,73,92,74,74,78,82,79,71,75,79,80,79,73,71,80,75,79,78,79,77,73,79,73,71,80,75,79,78,79,77,73,79,CAM
27,82,82,23000000,67000,1965,91,59,86,78,82,77,76,70,87,75,58,48,38,75,59,78,28,57,78,81,80,85,33,93,73,30,68,77,72,80,48,57,81,72,80,58,48,72,57,81,80,77,82,63,80,58,48,72,57,81,80,77,82,63,77,RM
22,82,87,29500000,140000,1960,94,34,91,92,84,74,73,64,85,73,49,38,26,60,67,70,48,63,81,79,81,68,54,92,75,58,64,75,59,80,53,61,80,74,80,64,53,74,61,80,81,74,81,67,80,64,53,74,61,80,81,74,81,67,74,LM
23,82,87,29500000,110000,1911,84,23,86,86,89,76,81,84,87,70,80,50,20,50,75,82,19,72,76,78,83,78,18,80,77,23,50,82,72,82,37,53,81,75,82,53,37,75,53,81,82,74,82,58,82,53,37,75,53,81,82,74,82,58,74,RW
23,82,89,31000000,165000,1946,93,40,93,79,87,76,76,84,89,70,78,40,25,72,62,65,20,78,78,78,79,72,22,93,78,30,59,74,68,80,41,53,80,72,80,55,41,72,53,80,81,74,82,60,80,55,41,72,53,80,81,74,82,60,74,RW
23,82,87,25000000,85000,2045,70,90,56,40,70,77,67,54,66,52,77,83,80,77,77,72,79,70,53,76,76,83,83,74,80,82,87,66,52,68,81,78,67,72,68,77,81,72,78,67,69,68,66,76,68,77,81,72,78,67,69,68,66,76,68,CM
27,82,83,21000000,130000,2045,70,92,72,64,68,74,75,67,67,50,57,82,80,85,73,63,79,64,57,77,72,79,80,71,79,82,82,57,49,66,80,77,66,69,66,77,80,69,77,66,68,67,66,76,66,77,80,69,77,66,68,67,66,76,67,LB
24,82,85,28000000,92000,2049,95,67,94,87,82,79,75,69,88,72,74,50,50,71,74,71,39,75,78,75,77,79,51,92,68,43,56,73,70,79,55,62,79,74,79,64,55,74,62,79,80,75,81,67,79,64,55,74,62,79,80,75,81,67,75,LW
24,82,85,28000000,95000,1975,87,60,79,77,82,78,75,81,85,83,70,65,29,65,64,86,17,71,83,81,78,83,23,86,80,19,62,78,73,81,43,54,82,73,81,54,43,73,54,82,81,80,82,59,81,54,43,73,54,82,81,80,82,59,80,ST
29,82,82,17000000,68000,1815,65,73,33,35,67,83,25,62,57,37,56,77,84,68,75,60,86,72,20,83,70,75,85,60,69,86,84,59,39,59,81,77,57,66,59,73,81,66,77,57,57,58,53,70,59,73,81,66,77,57,57,58,53,70,58,CB
24,82,85,27500000,110000,1993,48,92,53,61,80,74,66,68,70,49,70,62,77,39,86,85,71,59,77,83,85,88,68,51,78,73,76,82,50,75,73,79,73,80,75,71,73,80,79,73,72,69,70,73,75,71,73,80,79,73,72,69,70,73,69,CDM
27,82,82,23000000,31000,2099,86,56,89,84,83,80,75,80,88,78,76,41,69,69,76,79,29,74,79,79,85,70,58,76,78,67,67,87,57,83,60,70,81,81,83,68,60,81,70,81,82,75,82,72,83,68,60,81,70,81,82,75,82,72,75,CAM
27,82,82,23000000,19000,2165,83,68,87,84,82,85,77,83,82,77,76,45,68,67,81,78,62,76,85,82,82,74,52,76,90,64,59,86,77,82,64,74,81,81,82,71,64,81,74,81,82,75,81,74,82,71,64,81,74,81,82,75,81,74,75,RM
25,82,86,29000000,42000,1923,65,65,60,50,80,73,54,68,79,84,71,84,35,72,48,76,29,80,85,81,79,83,30,68,67,32,87,63,80,75,53,56,78,68,75,53,53,68,56,78,73,81,75,56,75,53,53,68,56,78,73,81,75,56,81,ST
29,82,82,17000000,64000,2013,74,89,78,92,74,78,55,35,63,31,45,68,86,92,76,59,78,62,58,80,78,65,82,74,84,84,76,72,61,68,80,80,65,74,68,78,80,74,80,65,68,62,65,77,68,78,80,74,80,65,68,62,65,77,62,CB
28,82,83,20000000,43000,1833,54,82,56,58,71,72,54,67,53,37,46,77,83,78,70,38,83,46,39,77,75,59,85,61,74,84,85,56,39,59,81,78,57,66,59,75,81,66,78,57,60,57,57,73,59,75,81,66,78,57,60,57,57,73,57,CB
25,82,85,28000000,85000,2073,87,64,88,92,83,79,74,82,85,72,78,37,65,63,76,81,40,65,78,80,80,85,48,79,74,41,62,79,76,81,55,66,80,77,81,64,55,77,66,80,80,74,80,68,81,64,55,77,66,80,80,74,80,68,74,RW
29,82,82,21500000,130000,2111,90,70,91,83,83,76,78,76,90,67,69,58,62,75,69,80,60,65,78,76,77,84,68,92,75,60,57,72,68,79,65,69,80,75,79,72,65,75,69,80,80,76,81,74,79,72,65,75,69,80,80,76,81,74,76,RM
